KillCounter,KillTime
632,27.38888
633,26.37255059
634,29.35288153
635,19.70833313
636,27.16665625
637,19.27083069
638,19.20833125
639,23.3958325
640,19.04166563
641,19.68750375
642,20.62499694
643,27.711132
644,22.26666467
645,28.17948385
646,25.41024923
647,26.92306692
648,26.97438538
649,22.38462
650,21.94443833
651,23.1111025
652,22.66666909
653,25.2333281
654,22.51852333
655,28.54166375
656,29.857128
657,18.38095286
658,34.80955714
659,25.76189
660,23.42857714
661,31.333325
662,20
663,22.066666
664,23.200008
665,20.733334
666,33.88889
667,31.499975
668,18.833335
669,17.66666
670,18
671,18.33333
672,12.33333
673,15.66666
674,26.00001
675,12.33333
676,11.33333
677,41.33332
678,16.66666
679,8.666667
680,29.66669
681,19.33333
682,54.6666
683,13
684,22
685,14.99999
686,13
687,13
688,34.33335
689,27.66668
690,18.66666
691,11.33333
692,14.99999
693,17.33333
694,19.66667
695,14
696,12
697,13.33333
698,17.33333
